timestamp,algorithm,structure,data_type,distribution,size,iterations,iteration_id,duration_us,min_us,avg_us,max_us
2026-05-12 02:01:31,merge,array,int,random,10000,50,16,1600,,,
2026-05-12 02:01:31,merge,array,int,random,10000,50,17,1606,,,
2026-05-12 02:01:31,merge,array,int,random,10000,50,18,1603,,,
2026-05-12 02:01:31,merge,array,int,random,10000,50,19,1602,,,
2026-05-12 02:01:31,merge,array,int,random,10000,50,20,1696,,,
2026-05-12 02:01:31,merge,array,int,random,10000,50,21,1617,,,
2026-05-12 02:01:31,merge,array,int,random,10000,50,22,1608,,,
2026-05-12 02:01:31,merge,array,int,random,10000,50,23,1605,,,
2026-05-12 02:01:31,merge,array,int,random,10000,50,24,1611,,,
2026-05-12 02:01:31,merge,array,int,random,10000,50,25,1603,,,
2026-05-12 02:01:31,merge,array,int,random,10000,50,26,1606,,,
2026-05-12 02:01:31,merge,array,int,random,10000,50,27,1612,,,
2026-05-12 02:01:31,merge,array,int,random,10000,50,28,1600,,,
2026-05-12 02:01:31,merge,array,int,random,10000,50,29,1609,,,
2026-05-12 02:01:31,merge,array,int,random,10000,50,30,1602,,,
2026-05-12 02:01:31,merge,array,int,random,10000,50,31,1608,,,
2026-05-12 02:01:31,merge,array,int,random,10000,50,32,1622,,,
2026-05-12 02:01:31,merge,array,int,random,10000,50,33,1626,,,
2026-05-12 02:01:31,merge,array,int,random,10000,50,34,1625,,,
2026-05-12 02:01:31,merge,array,int,random,10000,50,35,1610,,,
2026-05-12 02:01:31,merge,array,int,random,10000,50,36,1610,,,
2026-05-12 02:01:31,merge,array,int,random,10000,50,37,1602,,,
2026-05-12 02:01:31,merge,array,int,random,10000,50,38,1610,,,
2026-05-12 02:01:31,merge,array,int,random,10000,50,39,1606,,,
2026-05-12 02:01:31,merge,array,int,random,10000,50,40,1607,,,
2026-05-12 02:01:31,merge,array,int,random,10000,50,41,1601,,,
2026-05-12 02:01:31,merge,array,int,random,10000,50,42,1601,,,
2026-05-12 02:01:31,merge,array,int,random,10000,50,43,1607,,,
2026-05-12 02:01:31,merge,array,int,random,10000,50,44,1604,,,
2026-05-12 02:01:31,merge,array,int,random,10000,50,45,1602,,,
2026-05-12 02:01:31,merge,array,int,random,10000,50,46,1602,,,
2026-05-12 02:01:31,merge,array,int,random,10000,50,47,1611,,,
2026-05-12 02:01:31,merge,array,int,random,10000,50,48,1604,,,
2026-05-12 02:01:31,merge,array,int,random,10000,50,49,1617,,,
2026-05-12 02:01:31,merge,array,int,random,10000,50,50,1605,,,
2026-05-12 02:01:31,merge,array,int,random,25000,50,1,4426,,,
2026-05-12 02:01:31,merge,array,int,random,25000,50,2,4430,,,
2026-05-12 02:01:31,merge,array,int,random,25000,50,3,4412,,,
2026-05-12 02:01:31,merge,array,int,random,25000,50,4,4393,,,
2026-05-12 02:01:31,merge,array,int,random,25000,50,5,4412,,,
2026-05-12 02:01:31,merge,array,int,random,25000,50,6,4402,,,
2026-05-12 02:01:31,merge,array,int,random,25000,50,7,4400,,,
2026-05-12 02:01:31,merge,array,int,random,25000,50,8,4402,,,
2026-05-12 02:01:31,merge,array,int,random,25000,50,9,4402,,,
2026-05-12 02:01:31,merge,array,int,random,25000,50,10,4399,,,
2026-05-12 02:01:31,merge,array,int,random,25000,50,11,4395,,,
2026-05-12 02:01:31,merge,array,int,random,25000,50,12,4404,,,
2026-05-12 02:01:31,merge,array,int,random,25000,50,13,4402,,,
2026-05-12 02:01:31,merge,array,int,random,25000,50,14,4402,,,
