timestamp,algorithm,structure,data_type,distribution,size,iterations,iteration_id,duration_us,min_us,avg_us,max_us,status
2026-05-11 17:32:01,cocktail,array,int,random,25000,50,45,2116153,2110682,2140555.40,2261989,OK
2026-05-11 17:32:01,cocktail,array,int,random,25000,50,46,2126131,2110682,2140555.40,2261989,OK
2026-05-11 17:32:01,cocktail,array,int,random,25000,50,47,2115406,2110682,2140555.40,2261989,OK
2026-05-11 17:32:01,cocktail,array,int,random,25000,50,48,2125800,2110682,2140555.40,2261989,OK
2026-05-11 17:32:01,cocktail,array,int,random,25000,50,49,2138662,2110682,2140555.40,2261989,OK
2026-05-11 17:32:01,cocktail,array,int,random,25000,50,50,2110682,2110682,2140555.40,2261989,OK
2026-05-11 17:39:10,cocktail,array,int,random,50000,50,1,8521583,8455606,8567341.20,9240192,OK
2026-05-11 17:39:10,cocktail,array,int,random,50000,50,2,8482236,8455606,8567341.20,9240192,OK
2026-05-11 17:39:10,cocktail,array,int,random,50000,50,3,8495967,8455606,8567341.20,9240192,OK
2026-05-11 17:39:10,cocktail,array,int,random,50000,50,4,8534869,8455606,8567341.20,9240192,OK
2026-05-11 17:39:10,cocktail,array,int,random,50000,50,5,8524125,8455606,8567341.20,9240192,OK
2026-05-11 17:39:10,cocktail,array,int,random,50000,50,6,8512218,8455606,8567341.20,9240192,OK
2026-05-11 17:39:10,cocktail,array,int,random,50000,50,7,8508769,8455606,8567341.20,9240192,OK
2026-05-11 17:39:10,cocktail,array,int,random,50000,50,8,8492448,8455606,8567341.20,9240192,OK
2026-05-11 17:39:10,cocktail,array,int,random,50000,50,9,8566217,8455606,8567341.20,9240192,OK
2026-05-11 17:39:10,cocktail,array,int,random,50000,50,10,8487820,8455606,8567341.20,9240192,OK
2026-05-11 17:39:10,cocktail,array,int,random,50000,50,11,8518370,8455606,8567341.20,9240192,OK
2026-05-11 17:39:10,cocktail,array,int,random,50000,50,12,8520987,8455606,8567341.20,9240192,OK
2026-05-11 17:39:10,cocktail,array,int,random,50000,50,13,8482614,8455606,8567341.20,9240192,OK
2026-05-11 17:39:10,cocktail,array,int,random,50000,50,14,8470217,8455606,8567341.20,9240192,OK
2026-05-11 17:39:10,cocktail,array,int,random,50000,50,15,8474661,8455606,8567341.20,9240192,OK
2026-05-11 17:39:10,cocktail,array,int,random,50000,50,16,8580162,8455606,8567341.20,9240192,OK
2026-05-11 17:39:10,cocktail,array,int,random,50000,50,17,8496155,8455606,8567341.20,9240192,OK
2026-05-11 17:39:10,cocktail,array,int,random,50000,50,18,8506642,8455606,8567341.20,9240192,OK
2026-05-11 17:39:10,cocktail,array,int,random,50000,50,19,8529518,8455606,8567341.20,9240192,OK
2026-05-11 17:39:10,cocktail,array,int,random,50000,50,20,8485522,8455606,8567341.20,9240192,OK
2026-05-11 17:39:10,cocktail,array,int,random,50000,50,21,8537142,8455606,8567341.20,9240192,OK
2026-05-11 17:39:10,cocktail,array,int,random,50000,50,22,8455606,8455606,8567341.20,9240192,OK
2026-05-11 17:39:10,cocktail,array,int,random,50000,50,23,8611828,8455606,8567341.20,9240192,OK
2026-05-11 17:39:10,cocktail,array,int,random,50000,50,24,8512915,8455606,8567341.20,9240192,OK
2026-05-11 17:39:10,cocktail,array,int,random,50000,50,25,9240192,8455606,8567341.20,9240192,OK
2026-05-11 17:39:10,cocktail,array,int,random,50000,50,26,8842522,8455606,8567341.20,9240192,OK
2026-05-11 17:39:10,cocktail,array,int,random,50000,50,27,8623901,8455606,8567341.20,9240192,OK
2026-05-11 17:39:10,cocktail,array,int,random,50000,50,28,8730557,8455606,8567341.20,9240192,OK
2026-05-11 17:39:10,cocktail,array,int,random,50000,50,29,8650414,8455606,8567341.20,9240192,OK
2026-05-11 17:39:10,cocktail,array,int,random,50000,50,30,8606648,8455606,8567341.20,9240192,OK
2026-05-11 17:39:10,cocktail,array,int,random,50000,50,31,8640337,8455606,8567341.20,9240192,OK
2026-05-11 17:39:10,cocktail,array,int,random,50000,50,32,8458786,8455606,8567341.20,9240192,OK
2026-05-11 17:39:10,cocktail,array,int,random,50000,50,33,8544357,8455606,8567341.20,9240192,OK
2026-05-11 17:39:10,cocktail,array,int,random,50000,50,34,8489265,8455606,8567341.20,9240192,OK
2026-05-11 17:39:10,cocktail,array,int,random,50000,50,35,8512346,8455606,8567341.20,9240192,OK
2026-05-11 17:39:10,cocktail,array,int,random,50000,50,36,8491933,8455606,8567341.20,9240192,OK
2026-05-11 17:39:10,cocktail,array,int,random,50000,50,37,8589725,8455606,8567341.20,9240192,OK
2026-05-11 17:39:10,cocktail,array,int,random,50000,50,38,8521312,8455606,8567341.20,9240192,OK
2026-05-11 17:39:10,cocktail,array,int,random,50000,50,39,8482554,8455606,8567341.20,9240192,OK
2026-05-11 17:39:10,cocktail,array,int,random,50000,50,40,8477517,8455606,8567341.20,9240192,OK
2026-05-11 17:39:10,cocktail,array,int,random,50000,50,41,8492789,8455606,8567341.20,9240192,OK
2026-05-11 17:39:10,cocktail,array,int,random,50000,50,42,8497041,8455606,8567341.20,9240192,OK
2026-05-11 17:39:10,cocktail,array,int,random,50000,50,43,8547515,8455606,8567341.20,9240192,OK
2026-05-11 17:39:10,cocktail,array,int,random,50000,50,44,8522137,8455606,8567341.20,9240192,OK
2026-05-11 17:39:10,cocktail,array,int,random,50000,50,45,8547139,8455606,8567341.20,9240192,OK
2026-05-11 17:39:10,cocktail,array,int,random,50000,50,46,9146646,8455606,8567341.20,9240192,OK
2026-05-11 17:39:10,cocktail,array,int,random,50000,50,47,8957404,8455606,8567341.20,9240192,OK
2026-05-11 17:39:10,cocktail,array,int,random,50000,50,48,8500057,8455606,8567341.20,9240192,OK
2026-05-11 17:39:10,cocktail,array,int,random,50000,50,49,8483011,8455606,8567341.20,9240192,OK
2026-05-11 17:39:10,cocktail,array,int,random,50000,50,50,8462364,8455606,8567341.20,9240192,OK
2026-05-11 18:49:40,merge,array,unsigned_int,random,25000,50,1,10892,5380,6441.56,11734,OK
2026-05-11 18:49:40,merge,array,unsigned_int,random,25000,50,2,11734,5380,6441.56,11734,OK
2026-05-11 18:49:40,merge,array,unsigned_int,random,25000,50,3,9860,5380,6441.56,11734,OK
2026-05-11 18:49:40,merge,array,unsigned_int,random,25000,50,4,8653,5380,6441.56,11734,OK
2026-05-11 18:49:40,merge,array,unsigned_int,random,25000,50,5,9680,5380,6441.56,11734,OK
2026-05-11 18:49:40,merge,array,unsigned_int,random,25000,50,6,5715,5380,6441.56,11734,OK
2026-05-11 18:49:40,merge,array,unsigned_int,random,25000,50,7,7821,5380,6441.56,11734,OK
2026-05-11 18:49:40,merge,array,unsigned_int,random,25000,50,8,6149,5380,6441.56,11734,OK
2026-05-11 18:49:40,merge,array,unsigned_int,random,25000,50,9,7589,5380,6441.56,11734,OK
2026-05-11 18:49:40,merge,array,unsigned_int,random,25000,50,10,6336,5380,6441.56,11734,OK
2026-05-11 18:49:40,merge,array,unsigned_int,random,25000,50,11,5744,5380,6441.56,11734,OK
2026-05-11 18:49:40,merge,array,unsigned_int,random,25000,50,12,5661,5380,6441.56,11734,OK
2026-05-11 18:49:40,merge,array,unsigned_int,random,25000,50,13,6076,5380,6441.56,11734,OK
2026-05-11 18:49:40,merge,array,unsigned_int,random,25000,50,14,5470,5380,6441.56,11734,OK
2026-05-11 18:49:40,merge,array,unsigned_int,random,25000,50,15,5994,5380,6441.56,11734,OK
2026-05-11 18:49:40,merge,array,unsigned_int,random,25000,50,16,6476,5380,6441.56,11734,OK
2026-05-11 18:49:40,merge,array,unsigned_int,random,25000,50,17,5935,5380,6441.56,11734,OK
2026-05-11 18:49:40,merge,array,unsigned_int,random,25000,50,18,6151,5380,6441.56,11734,OK
2026-05-11 18:49:40,merge,array,unsigned_int,random,25000,50,19,5988,5380,6441.56,11734,OK
2026-05-11 18:49:40,merge,array,unsigned_int,random,25000,50,20,5656,5380,6441.56,11734,OK
2026-05-11 18:49:40,merge,array,unsigned_int,random,25000,50,21,6670,5380,6441.56,11734,OK
2026-05-11 18:49:40,merge,array,unsigned_int,random,25000,50,22,5702,5380,6441.56,11734,OK
2026-05-11 18:49:40,merge,array,unsigned_int,random,25000,50,23,5654,5380,6441.56,11734,OK
2026-05-11 18:49:40,merge,array,unsigned_int,random,25000,50,24,5677,5380,6441.56,11734,OK
2026-05-11 18:49:40,merge,array,unsigned_int,random,25000,50,25,6215,5380,6441.56,11734,OK
2026-05-11 18:49:40,merge,array,unsigned_int,random,25000,50,26,6026,5380,6441.56,11734,OK
2026-05-11 18:49:40,merge,array,unsigned_int,random,25000,50,27,5494,5380,6441.56,11734,OK
2026-05-11 18:49:40,merge,array,unsigned_int,random,25000,50,28,6101,5380,6441.56,11734,OK
2026-05-11 18:49:40,merge,array,unsigned_int,random,25000,50,29,6369,5380,6441.56,11734,OK
2026-05-11 18:49:40,merge,array,unsigned_int,random,25000,50,30,6131,5380,6441.56,11734,OK
2026-05-11 18:49:40,merge,array,unsigned_int,random,25000,50,31,5693,5380,6441.56,11734,OK
2026-05-11 18:49:40,merge,array,unsigned_int,random,25000,50,32,6786,5380,6441.56,11734,OK
2026-05-11 18:49:40,merge,array,unsigned_int,random,25000,50,33,5700,5380,6441.56,11734,OK
2026-05-11 18:49:40,merge,array,unsigned_int,random,25000,50,34,6720,5380,6441.56,11734,OK
2026-05-11 18:49:40,merge,array,unsigned_int,random,25000,50,35,5759,5380,6441.56,11734,OK
2026-05-11 18:49:40,merge,array,unsigned_int,random,25000,50,36,6524,5380,6441.56,11734,OK
2026-05-11 18:49:40,merge,array,unsigned_int,random,25000,50,37,5831,5380,6441.56,11734,OK
2026-05-11 18:49:40,merge,array,unsigned_int,random,25000,50,38,6654,5380,6441.56,11734,OK
